id,common_name,observed_on,place_guess,location,quality_grade,annotation_summary,url
65818246,Atlantic Menhaden,2020-11-29 10:29:11-05:00,"Raritan Bay, Highlands, NJ, US","[40.40976708, -73.9803529752]",research,,https://www.inaturalist.org/observations/65818246
65768175,Atlantic Menhaden,2020-11-28 13:04:00-10:00,"Lyndhurst, NJ, USA","[40.783620276, -74.1044683127]",research,,https://www.inaturalist.org/observations/65768175
65767572,Atlantic Menhaden,2020-11-28 19:39:54+00:00,Atlantic Highlands,"[40.4098629202, -74.0052796563]",research,,https://www.inaturalist.org/observations/65767572
65760396,Atlantic Menhaden,2020-11-28 10:25:37-05:00,"Monmouth County, NJ, USA","[40.4784175556, -74.0099969722]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/65760396
65475948,Atlantic Menhaden,2020-11-23 10:55:32-05:00,"North Arlington, NJ 07031, USA","[40.78487891, -74.1067186]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/65475948
65427006,Atlantic Menhaden,2020-11-22 15:16:44-05:00,"Gold Coast, Lyndhurst, NJ, US","[40.781795, -74.1019666667]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/65427006
65363309,Atlantic Menhaden,2020-11-21 08:49:48-05:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4222222222, -73.9819444444]",research,,https://www.inaturalist.org/observations/65363309
65341374,Atlantic Menhaden,2020-07-01 20:06:01-04:00,"Grand Cove Way, Edgewater, NJ, US","[40.8221299972, -73.9743061263]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/65341374
65340799,Atlantic Menhaden,2020-07-01 20:24:18-04:00,"River Rd, Edgewater, NJ, US","[40.827655, -73.97158833]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/65340799
65338405,Atlantic Menhaden,2020-11-21 11:26:23-05:00,"Sandy Hook Beach, Highlands, NJ, US","[40.4130925471, -73.9786243346]",research,,https://www.inaturalist.org/observations/65338405
64886028,Atlantic Menhaden,2020-11-14 09:41:00-05:00,"Sayreville, NJ, USA","[40.4788836661, -74.2678246549]",research,,https://www.inaturalist.org/observations/64886028
64877392,Atlantic Menhaden,2020-11-14 10:35:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA","[40.4627195068, -74.2562542191]",research,,https://www.inaturalist.org/observations/64877392
64877391,Atlantic Menhaden,2020-11-14 10:27:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA","[40.4627195068, -74.2562542191]",research,,https://www.inaturalist.org/observations/64877391
64877387,Atlantic Menhaden,2020-11-14 10:24:00-05:00,"Laurence Harbor, Old Bridge Township, NJ, USA","[40.4627195068, -74.2562542191]",research,,https://www.inaturalist.org/observations/64877387
64877258,Atlantic Menhaden,2020-11-14 14:33:56-05:00,"Dennis, NJ, USA","[39.2112047, -74.9086371]",research,,https://www.inaturalist.org/observations/64877258
63756954,Atlantic Menhaden,2020-10-04 09:32:00-04:00,"Cape May Point, NJ, USA","[38.9340010544, -74.96644598]",research,,https://www.inaturalist.org/observations/63756954
61820187,Atlantic Menhaden,2020-10-05 16:32:50-04:00,"Long Branch Beach, Long Branch, NJ, US","[40.29553333, -73.978675]",research,,https://www.inaturalist.org/observations/61820187
59831107,Atlantic Menhaden,2020-09-16 19:43:03-04:00,"Giles Ave, Jersey City, NJ, US","[40.7345395393, -74.0730174839]",research,,https://www.inaturalist.org/observations/59831107
59356606,Atlantic Menhaden,2020-09-12 10:26:00-04:00,"Perth Amboy, NJ, USA","[40.5094589408, -74.2885307211]",research,,https://www.inaturalist.org/observations/59356606
59356566,Atlantic Menhaden,2020-09-12 10:17:00-04:00,"Perth Amboy, NJ, USA","[40.5094589408, -74.2885307211]",research,,https://www.inaturalist.org/observations/59356566
58028542,Atlantic Menhaden,2020-08-30 10:30:48-04:00,"Cape Island, Cape May Point, NJ, US","[38.94176333, -74.963775]",research,,https://www.inaturalist.org/observations/58028542
56093913,Atlantic Menhaden,2020-08-10 22:28:16-04:00,"North Atlantic Ocean, NJ, US","[40.0946664131, -74.0345413439]",research,,https://www.inaturalist.org/observations/56093913
55716996,Atlantic Menhaden,2020-08-07 11:54:32-04:00,"Leonardo State Marina, Leonardo, NJ, US","[40.4214662557, -74.0609659765]",research,,https://www.inaturalist.org/observations/55716996
53149296,Atlantic Menhaden,2020-07-15 09:28:27-04:00,"Cape Island, Cape May, NJ, US","[38.9526537937, -74.9635007299]",research,,https://www.inaturalist.org/observations/53149296
53009516,Atlantic Menhaden,2020-07-12 10:06:43-04:00,Cape May Harbor,"[38.9498589399, -74.8902606592]",research,,https://www.inaturalist.org/observations/53009516
52948632,Atlantic Menhaden,2020-07-13 10:52:41-04:00,"Cape May Harbor, Cape May, NJ, US","[38.94573667, -74.90363333]",research,,https://www.inaturalist.org/observations/52948632
50095383,Atlantic Menhaden,2020-06-18 16:51:42-04:00,"Hudson River, Alpine, NJ, US","[40.92681167, -73.92488833]",research,,https://www.inaturalist.org/observations/50095383
49742215,Atlantic Menhaden,2020-06-15 09:35:02-04:00,"Monmouth County, NJ, USA","[40.47845275, -74.0098553889]",research,,https://www.inaturalist.org/observations/49742215
49742161,Atlantic Menhaden,2020-06-15 09:32:53-04:00,"Middletown, NJ, USA","[40.4607856944, -74.0107323889]",research,,https://www.inaturalist.org/observations/49742161
49740975,Atlantic Menhaden,2020-06-15 09:22:39-04:00,"Sandy Hook, Middletown, NJ, USA","[40.4776014444, -74.0094971389]",research,,https://www.inaturalist.org/observations/49740975
49390648,Atlantic Menhaden,2020-06-12 20:54:50-04:00,"Sedge Islands, Ocean Gate, NJ, US","[39.93827, -74.0820695]",research,,https://www.inaturalist.org/observations/49390648
48951897,Atlantic Menhaden,2020-06-08 15:53:00-04:00,"Sandy Hook, Middletown, NJ, USA","[40.4771825278, -74.0086091111]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/48951897
46158837,Atlantic Menhaden,2020-05-10 19:01:31-04:00,"Sandy Hook Beach, NJ, US","[40.48113667, -74.00657778]",research,,https://www.inaturalist.org/observations/46158837
43617311,Atlantic Menhaden,2020-04-25 12:22:04-04:00,"Navesink River, Red Bank, NJ, US","[40.3570857847, -74.0632318639]",research,,https://www.inaturalist.org/observations/43617311
42293843,Atlantic Menhaden,2020-04-15 16:24:02-04:00,"Navesink River, Rumson, NJ, US","[40.3767908775, -74.0129899758]",research,,https://www.inaturalist.org/observations/42293843
40154105,Atlantic Menhaden,2020-03-17 13:45:00-04:00,"Union Beach, NJ 07735, USA","[40.4537688448, -74.1729703501]",research,,https://www.inaturalist.org/observations/40154105
39126358,Atlantic Menhaden,2020-02-23 12:05:00-05:00,"Sandy Hook, Middletown, NJ, USA","[40.4466758434, -73.9942147107]",research,,https://www.inaturalist.org/observations/39126358
38859792,Atlantic Menhaden,2020-02-19 11:39:56-05:00,"Villas, NJ 08251, USA","[39.0583572388, -74.9218673706]",research,,https://www.inaturalist.org/observations/38859792
37553488,Atlantic Menhaden,2020-01-12 12:52:40-05:00,"Sandy Hook, Middletown, NJ, USA","[40.4063873291, -73.9794464111]",research,,https://www.inaturalist.org/observations/37553488
